NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD;CODIGO
 C. SERRANO;Republica de El Ecuador (Pz.)-Rodriguez Marin;Rodriguez Marin;21/09/2018;28/09/2018;40,4545;-3,67781;05040821
 C. Calle Príncipe de Vergara;Colombia-Plaza de la Republica Dominicana;Colombia;02/10/2018;09/10/2018;40,45772;-3,67688;05040939
 C. Calle Príncipe de Vergara;Colombia-Plaza de la Republica Dominicana;Plaza de la Republica Dominicana;02/10/2018;09/10/2018;40,45768;-3,67688;05040940
 Paseo. PASEO CASTELLANA (LATERAL);Rafael Salgado-Profesor Waskman;Rafael Salgado;20/09/2018;27/09/2018;40,45526667;-3,689833333;05040969
 Paseo. HABANA;Potosi-Alberto Alcocer;Alberto Alcocer;20/09/2018;26/09/2018;40,45737;-3,68126;05041361
 Paseo. HABANA;Potosi-Alberto Alcocer;Potosi;20/09/2018;26/09/2018;40,45737;-3,68126;05041362
 C. PADRE DAMIAN;Juan Ramon Jimenez-Avenida Alberto Alcocer;Juan Ramon Jimenez;19/09/2018;26/09/2018;40,45706;-3,68618;05041491
 C. PADRE DAMIAN;Juan Ramon Jimenez-Avenida Alberto Alcocer;Avenida Alberto Alcocer;19/09/2018;26/09/2018;40,4569;-3,68612;05041492
 C. PRINCIPE DE VERGARA;Avenida de Ramon y Cajal-Plaza de la Republica del Ecuador;Avenida de Ramon y Cajal;24/09/2018;01/10/2018;40,45313;-3,67745;05041518
 C. PRINCIPE DE VERGARA;Avenida de Ramon y Cajal-Plaza de la Republica del Ecuador;Plaza de la Republica del Ecuador;24/09/2018;01/10/2018;40,45308;-3,67738;05041519
 Av. ALFONSO XIII;Plaza Jose Maria Soler-Santa Maria Magdalena;Plaza Jose Maria Soler;24/09/2018;01/10/2018;40,45951;-3,66873;05050018
 Av. ALFONSO XIII;Plaza Jose Maria Soler-Santa Maria Magdalena;Santa Maria Magdalena;24/09/2018;01/10/2018;40,45967;-3,66885;05050019
Tunel Av. ALBERTO ALCOCER;Victor Andres Belaunde-Bolivia;Victor Andres Belaunde;11/10/2018;18/10/2018;40,45869;-3,68002;05050075
Lateral Av. ALBERTO ALCOCER;Victor Andres Belaunde-Bolivia;Bolivia;11/10/2018;18/10/2018;40,45869;-3,68002;05050077
Lateral Av. ALBERTO ALCOCER;Victor Andres Belaunde-Bolivia;Victor Andres Belaunde;18/01/2018;25/01/2018;40,4587;-3,6798;05050078
Lateral Paseo. CASTELLANA;Estebanez Calderon-Plaza de Castilla;Plaza de Castilla;30/07/2018;06/08/2018;40,46394;-3,68899;05050262
Acceso Lateral Paseo. CASTELLANA;Estebanez Calderon-Plaza de Castilla;Plaza de Castilla;25/10/2018;01/11/2018;40,46337;-3,68958;05050263
Carril Bus Paseo. CASTELLANA;Estebanez Calderon-Plaza de Castilla;Plaza de Castilla;10/07/2018;17/07/2018;40,46336;-3,68948;05050265
Tunel C. COSTA RICA;Avenida de Alfonso XIII-Arturo Soria;Avenida de Alfonso XIII;10/10/2018;17/10/2018;40,45968;-3,66639;05050330
 C. PADRE DAMIAN;Avenida Alberto Alcocer-Henry Dunant;Avenida Alberto Alcocer;10/10/2018;17/10/2018;40,4593;-3,68542;05050680
 C. PADRE DAMIAN;Avenida Alberto Alcocer-Henry Dunant;Henry Dunant;10/10/2018;17/10/2018;40,4592;-3,6856;05050681
 C. Calle Costa Rica;Jose Maria Soler (Pz.)-Ricardo Calvo;Jose Maria Soler (Pz.);12/07/2018;19/07/2018;40,45848;-3,67092;05050943
 C. CAIDOS DE LA DIVISION AZUL, LOS;Alfonso VIII-Pio XII (Av);Pio XII (Av);19/10/2018;26/10/2018;40,46746;-3,67549;05050988
C. GENERAL LOPEZ POZAS;Francisco Suarez-Joaquin Bau;Francisco Suarez;08/01/2018;15/01/2018;40,46444;-3,68544;05051034
C. GENERAL LOPEZ POZAS;Francisco Suarez-Joaquin Bau;Joaquin Bau;08/01/2018;15/01/2018;40,46444;-3,68544;05051035
 Av. ALBERTO ALCOCER;Plaza de Cuzco-Doctor Fleming;Plaza de Cuzco;25/10/2018;01/11/2018;40,45925;-3,68813;05051137
Lateral Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Francisco Gervas;03/09/2018;10/09/2018;40,46002;-3,68942;05051269
 C. COSTA RICA;Puerto Rico-Paraguay;Paraguay;12/07/2018;19/07/2018;40,45858;-3,67319;05051302
 C. MATEO INURRIA;Enrique Larreta-La Hiedra;Enrique Larreta;19/10/2018;26/10/2018;40,46692;-3,685;05051428
 C. MATEO INURRIA;Enrique Larreta-La Hiedra;La Hiedra;18/10/2018;25/10/2018;40,46692;-3,685;05051429
 C. FELIX BOIX;Doctor Fleming-Paseo de la Castellana;Paseo de la Castellana;25/10/2018;01/11/2018;40,46329;-3,68843;05052007
 C. FELIX BOIX;Doctor Fleming-Paseo de la Castellana;Doctor Fleming;25/10/2018;01/11/2018;40,46329;-3,68843;05052008
 Av. BURGOS;Bambu-Avenida San Luis;Bambu;11/10/2018;18/10/2018;40,4799;-3,67574;05060197
 Av. BURGOS;Bambu-Avenida San Luis;San Luis;11/10/2018;18/10/2018;40,47972;-3,67569;05060198
 Av. BURGOS;Buganvilla-Marques de Torroja;Buganvilla;11/10/2018;18/10/2018;40,47051;-3,67621;05060199
 Av. BURGOS;Buganvilla-Marques de Torroja;Marques de Torroja;11/10/2018;18/10/2018;40,47069;-3,67633;05060200
 C. MATEO INURRIA;Plaza de Castilla-Enrique Larreta;Plaza de Castilla;18/10/2018;25/10/2018;40,46647;-3,68724;05060603
 C. MAURICIO LEGENDRE;Doctor Huertas-Jose Vasconcelos;Jose Vasconcelos;11/10/2018;18/10/2018;40,47106;-3,68626;05060605
 C. MAURICIO LEGENDRE;Doctor Huertas-Jose Vasconcelos;Doctor Huertas;11/10/2018;18/10/2018;40,47125;-3,68612;05060606
C. MAURICIO LEGENDRE;Manuel Caldeiro-Daniel Vazquez Diaz;Manuel Caldeiro;04/01/2018;15/01/2018;40,47551;-3,68441;05060607
Lateral C. MAURICIO LEGENDRE;Manuel Caldeiro-Daniel Vazquez Diaz;Daniel Vazquez Diaz;26/10/2018;02/11/2018;40,47555;-3,68429;05060609
Lateral C. MAURICIO LEGENDRE;Manuel Caldeiro-Daniel Vazquez Diaz;Manuel Caldeiro;18/04/2018;24/04/2018;40,4755;-3,68446;05060610
 Av. PIO XII;Caidos de la Division Azul-Bambu;Caidos de la Division Azul;24/09/2018;01/10/2018;40,4696;-3,67315;05060693
Tunel Av. PIO XII;Caidos de la Division Azul-Bambu;Bambu;01/09/2018;08/09/2018;40,46957;-3,67319;05060694
Lateral Av. PIO XII;Caidos de la Division Azul-Bambu;Bambu;24/09/2018;01/10/2018;40,46952;-3,67323;05060695
Lateral Av. PIO XII;Caidos de la Division Azul-Bambu;Caidos de la Division Azul;24/09/2018;01/10/2018;40,46968;-3,67308;05060696
 Av. Avda. Pío XII;Caidos de la Division Azul-Jose Bardasano Baos;Caidos de la Division Azul;01/10/2018;08/10/2018;40,46778;-3,67414;05060957
 Av. Avda. Pío XII;Caidos de la Division Azul-Jose Bardasano Baos;Jose Bardasano Baos;01/10/2018;08/10/2018;40,46769;-3,67411;05060958
 C. CAIDOS DE LA DIVISION AZUL, LOS;Alfonso VIII-Pio XII (Av);Alfonso VIII;19/10/2018;26/10/2018;40,4677;-3,67588;05060987
 C. ENRIQUE LARRETA;Mateo Inurria-Agustin de Foxa;Agustin de Foxa;26/10/2018;02/11/2018;40,46844;-3,68658;05061018
 C. ENRIQUE LARRETA;Mateo Inurria-Agustin de Foxa;Mateo Inurria;26/10/2018;02/11/2018;40,46851;-3,68671;05061019
C. ESTACION DE CHAMARTIN;Agustin de Foxa-Avenida de Pio XII;Avenida de Pio XII;08/01/2018;15/01/2018;40,47153;-3,68108;05061989
 Av. PADRE FRANCISCO PALAU Y QUER;Paseo de La Castellana-Mauricio Legendre;Paseo de La Castellana;26/10/2018;02/11/2018;40,47388;-3,68559;05062304
 Av. PADRE FRANCISCO PALAU Y QUER;Paseo de La Castellana-Mauricio Legendre;Mauricio Legendre;26/10/2018;02/11/2018;40,47388;-3,68559;05062305
 C. DOLORES SANCHEZ CARRASCOSA;Plaza Duque de Pastrana-Mateo Inurria;Mateo Inurria;26/10/2018;02/11/2018;40,46798333;-3,678883333;05062932
 C. BRAVO MURILLO;Alvarado-Juan Pantoja;Juan Pantoja;07/06/2018;14/06/2018;40,45015;-3,70357;06010181
 C. BRAVO MURILLO;Alvarado-Juan Pantoja;Alvarado;31/05/2018;07/06/2018;40,45017;-3,70363;06010182
 Av. PABLO IGLESIAS;Leneros-Plaza Rocio Durcal;Plaza Rocio Durcal;03/07/2018;10/07/2018;40,45707;-3,71169;06010669
 Av. PABLO IGLESIAS;Leneros-Plaza Rocio Durcal;Leneros;03/07/2018;10/07/2018;40,45707;-3,71169;06010670
 Av. PABLO IGLESIAS;Almirante Francisco Moreno-Numancia;Numancia;03/07/2018;10/07/2018;40,45443;-3,71293;06011479
 Av. PABLO IGLESIAS;Almirante Francisco Moreno-Numancia;Almirante Francisco Moreno;03/07/2018;10/07/2018;40,45441;-3,7129;06011480
 Av. PABLO IGLESIAS;Avenida Reina Victoria-Almansa;Almansa;03/07/2018;10/07/2018;40,44903;-3,70947;06011483
 Av. PABLO IGLESIAS;Avenida Reina Victoria-Almansa;Avenida Reina Victoria;03/07/2018;10/07/2018;40,44903;-3,70947;06011484
C de Jer¢nima Llorente;Calle Lorenza Correa-Calle Oudrid;Calle Lorenza Correa;11/01/2018;17/01/2018;40,4543;-3,70728;06011907
C de Jer¢nima Llorente;Calle Lorenza Correa-Calle Oudrid;Calle Oudrid;11/01/2018;17/01/2018;40,4543;-3,70728;06011908
 C. CAPITAN HAYA;Avenida del General Peron-General Orgaz;General Orgaz;04/07/2018;11/07/2018;40,45349;-3,69248;06020223
Tunel C. CAPITAN HAYA;Avenida del General Peron-General Orgaz;General Orgaz;04/07/2018;11/07/2018;40,45349;-3,69248;06020224
 Paseo. CASTELLANA;Hermanos Pinzon-Plaza de Lima;Hermanos Pinzon;20/09/2018;27/09/2018;40,45079;-3,691;06020273
Lateral Paseo. CASTELLANA;Hermanos Pinzon-Plaza de Lima;Hermanos Pinzon;20/09/2018;27/09/2018;40,45085;-3,69122;06020275
Carril bus Paseo. CASTELLANA;Hermanos Pinzon-Plaza de Lima;Hermanos Pinzon;20/09/2018;27/09/2018;40,45083;-3,69103;06020276
 Paseo. Paseo de la Castellana;Rafael Salgado-Profesor Waksman;Profesor Waksman;20/09/2018;27/09/2018;40,45508;-3,6906;06020402
 Av. GENERAL PERON;Capitan Haya-Plaza de Lima;Capitan Haya;05/07/2018;12/07/2018;40,4523;-3,69212;06020455
 Av. GENERAL PERON;Capitan Haya-Plaza de Lima;Plaza de Lima;05/07/2018;12/07/2018;40,4523;-3,69212;06020456
 C. GENERAL YAGšE;Lerida-Bravo Murillo;Lerida;08/06/2018;15/06/2018;40,4571;-3,70092;06020465
 C. GENERAL YAGšE;Lerida-Bravo Murillo;Bravo Murillo;01/06/2018;08/06/2018;40,45706;-3,7009;06020466
 C. ORENSE;Raimundo Fernandez Villaverde-Hernani;Hernani;05/07/2018;12/07/2018;40,4477;-3,69584;06020665
 C. ORENSE;Raimundo Fernandez Villaverde-Hernani;Raimundo Fernandez Villaverde;05/07/2018;12/07/2018;40,44768;-3,69586;06020666
Tunel C. RAIMUNDO FERNANDEZ VILLAVERDE;Glorieta Cuatro Caminos-Alenza;Glorieta Cuatro Caminos;05/07/2018;12/07/2018;40,4467;-3,70088;06020746
Tunel C. RAIMUNDO FERNANDEZ VILLAVERDE;Glorieta Cuatro Caminos-Alenza;Alenza;05/07/2018;12/07/2018;40,4467;-3,70082;06020747
Lateral C. RAIMUNDO FERNANDEZ VILLAVERDE;Glorieta Cuatro Caminos-Alenza;Glorieta Cuatro Caminos;05/07/2018;12/07/2018;40,44693;-3,70056;06020748
Puente C. RAIMUNDO FERNANDEZ VILLAVERDE;Orense-Paseo de La Castellana;Paseo de La Castellana;05/07/2018;12/07/2018;40,44641;-3,69425;06020750
Lateral C. RAIMUNDO FERNANDEZ VILLAVERDE;Orense-Paseo de La Castellana;Paseo de La Castellana;05/07/2018;12/07/2018;40,44641;-3,69425;06020752
 Paseo. CASTELLANA;Rafael Salgado-Profesor Waksman;Profesor Waksman;20/09/2018;27/09/2018;40,45556;-3,69084;06020924
 Paseo. PASEO CASTELLANA (LATERAL);Rafael Salgado-Profesor Waskman;Profesor Waskman;20/09/2018;27/09/2018;40,45506667;-3,690833333;06020970
Lateral Paseo. CASTELLANA;Joaquin Costa-La Habana;Joaquin Costa;21/09/2018;28/09/2018;40,44744;-3,69184;06021246
 Paseo. CASTELLANA;Joaquin Costa-La Habana;Joaquin Costa;21/09/2018;28/09/2018;40,44732;-3,69159;06021247
 Paseo. CASTELLANA;Joaquin Costa-La Habana;La Habana;21/09/2018;28/09/2018;40,44722;-3,69167;06021248
 C. GENERAL YAGsE;Orense-General Varela;General Varela;01/06/2018;08/06/2018;40,45639;-3,6951;06021351
 C. ORENSE;Reina Mercedes-Avenida del General Peron;Avenida del General Peron;05/07/2018;12/07/2018;40,45215;-3,69493;06021476
 C. ORENSE;Reina Mercedes-Avenida del General Peron;Reina Mercedes;05/07/2018;12/07/2018;40,4524;-3,69499;06021477
 C. GENERAL MOSCARDO;Reina Mercedes-Avenida del General Peron;Avenida General Peron;13/07/2018;20/07/2018;40,45132;-3,69662;06022042
 C. COMANDANTE ZORITA;Avenida del General Perón-Reina Mercedes;Reina Mercedes;06/07/2018;13/07/2018;40,4519;-3,6983;06022787
 C. COMANDANTE ZORITA;Hernani-Artistas;Artistas;06/07/2018;13/07/2018;40,44766667;-3,69855;06022789
 C. GENERAL YAGÜE;Lazaga-Lérida;Lérida;08/06/2018;15/06/2018;40,457;-3,6995;06023029
 C. GENERAL YAGÜE;Lazaga-Lérida;Lazaga;08/06/2018;15/06/2018;40,457;-3,6995;06023030
 C. HERNANI;General Moscardó-Comandante Zorita;Comandante Zorita;06/07/2018;13/07/2018;40,44813333;-3,697366667;06023057
 C. JAEN;San Antonio-Dulcinea;San Antonio;09/07/2018;16/07/2018;40,45035;-3,700166667;06023101
 C. JUAN DE OLIAS;Infanta Mercedes-Lérida;Lérida;09/07/2018;16/07/2018;40,45333333;-3,699866667;06023121
 C. LERIDA;Ávila-Juan de Olias;Ávila;09/07/2018;16/07/2018;40,45301667;-3,700883333;06023145
 C. LERIDA;Manuel de Luna-La Coruña;La Coruña;09/07/2018;16/07/2018;40,45503333;-3,70035;06023147
 C. LOS ARTISTAS;Del Orden-Cicerón;Cicerón;11/07/2018;18/07/2018;40,44745;-3,701033333;06023158
 C. REINA MERCEDES;Don Quijote-Comandante Zorita;Don Quijote;09/07/2018;16/07/2018;40,45101667;-3,698633333;06023295
 C. BRAVO MURILLO;Capitan Haya-Plaza de Castilla;Plaza de Castilla;31/05/2018;07/06/2018;40,46548;-3,69127;06030186
Lateral Paseo. CASTELLANA;Estebanez Calderon-Plaza de Castilla;Estebanez Calderon;30/07/2018;06/08/2018;40,4637;-3,69007;06030261
Acceso Central Paseo. CASTELLANA;Estebanez Calderon-Plaza de Castilla;Estebanez Calderon;10/07/2018;17/07/2018;40,46356;-3,6898;06030264
Carril Bus Paseo. CASTELLANA;Estebanez Calderon-Plaza de Castilla;Estebanez Calderon;03/07/2018;10/07/2018;40,46367;-3,68998;06030266
Lateral Paseo. CASTELLANA;General Yage-Pintor Juan Gris;General Yage;21/09/2018;28/09/2018;40,45734;-3,6911;06030267
Lateral Paseo. CASTELLANA;General Yage-Pintor Juan Gris;Pintor Juan Gris;21/09/2018;28/09/2018;40,45734;-3,6911;06030268
 Paseo. CASTELLANA;General Yage-Plaza de Cuzco;General Yage;20/09/2018;27/09/2018;40,45734;-3,6911;06030269
 Paseo. CASTELLANA;General Yage-Plaza de Cuzco;Plaza de Cuzco;20/09/2018;27/09/2018;40,45734;-3,6911;06030270
Carril Bus Paseo. CASTELLANA;General Yage-Pintor Juan Gris;Pintor Juan Gris;27/09/2018;04/10/2018;40,45684;-3,69046;06030271
Tunel Paseo. CASTELLANA;Rosario Pino-Plaza de Castilla;Plaza de Castilla;10/07/2018;17/07/2018;40,46336;-3,68961;06030285
Tunel Paseo. CASTELLANA;Rosario Pino-Plaza de Castilla;Rosario Pino;10/07/2018;17/07/2018;40,46337;-3,68976;06030286
 Av. GENERAL PERON;Capitan Haya-Orense;Capitan Haya;09/07/2018;16/07/2018;40,45635;-3,69365;06030453
 Av. GENERAL PERON;Capitan Haya-Orense;Orense;09/07/2018;16/07/2018;40,45635;-3,69365;06030454
Lateral C. SOR ANGELA DE LA CRUZ;Bravo Murillo-Infanta Mercedes;Bravo Murillo;01/06/2018;08/06/2018;40,4603;-3,69696;06030846
Lateral C. SOR ANGELA DE LA CRUZ;Bravo Murillo-Infanta Mercedes;Infanta Mercedes;01/06/2018;08/06/2018;40,46015;-3,69726;06030847
Tunel C. SOR ANGELA DE LA CRUZ;Bravo Murillo-Infanta Mercedes;Infanta Mercedes;01/06/2018;08/06/2018;40,46013;-3,69689;06030848
Tunel C. SOR ANGELA DE LA CRUZ;Bravo Murillo-Infanta Mercedes;Bravo Murillo;01/06/2018;08/06/2018;40,46013;-3,69686;06030849
 C. BRAVO MURILLO;Vina Virgen-Pinos Alta;Pinos Alta;08/06/2018;15/06/2018;40,46483;-3,69403;06031222
 C. BRAVO MURILLO;Vina Virgen-Pinos Alta;Vina Virgen;18/06/2018;25/06/2018;40,46483;-3,69403;06031223
Lateral Paseo. CASTELLANA;Plaza de Cuzco-Francisco Gervas;Plaza de Cuzco;03/09/2018;10/09/2018;40,46028;-3,69023;06031268
 C. GENERAL YAGsE;Orense-General Varela;Orense;08/06/2018;15/06/2018;40,45641;-3,69508;06031350
 C. SOR ANGELA DE LA CRUZ;Plaza de Cuzco-Capitan Haya;Plaza de Cuzco;01/06/2018;08/06/2018;40,45885;-3,69142;06031575
 C. SOR ANGELA DE LA CRUZ;Plaza de Cuzco-Capitan Haya;Capitan Haya;01/06/2018;08/06/2018;40,45885;-3,69138;06031576
 C. INFANTA MERCEDES;Francisco Gervas-Rosario Pino;Rosario Pino;10/07/2018;17/07/2018;40,46186;-3,69536;06032102
 C. INFANTA MERCEDES;Francisco Gervas-Rosario Pino;Francisco Gervas;10/07/2018;17/07/2018;40,46186;-3,69536;06032103
 C. DEL PINTOR JUAN GRIS;Paseo de la Castellana-Capitán Haya;Paseo de la Castellana;10/07/2018;17/07/2018;40,4575;-3,691283333;06032921
 C. DEL PINTOR JUAN GRIS;Paseo de la Castellana-Capitán Haya;Capitán Haya;10/07/2018;17/07/2018;40,4575;-3,691283333;06032922
 C. ESTEBANEZ CALDERON;Capitán Haya-Paseo de la Castellana;Paseo de la Castellana;17/07/2018;24/07/2018;40,46353333;-3,691033333;06032945
 C. ESTEBANEZ CALDERON;Capitán Haya-Paseo de la Castellana;Capitán Haya;17/07/2018;24/07/2018;40,46353333;-3,691033333;06032946
 C. FRANCISCO GERVAS;Orense-Infanta Mercedes;Orense;10/07/2018;17/07/2018;40,46111667;-3,695233333;06032977
 C. FRANCISCO GERVAS;Orense-Infanta Mercedes;Infanta Mercedes;10/07/2018;17/07/2018;40,46111667;-3,695233333;06032978
 C. HUESCA;Hermanos Garate-General Varela;Hermanos Garate;10/07/2018;17/07/2018;40,45791667;-3,696016667;06033072
 C. HUESCA;Hermanos Garate-General Varela;General Varela;10/07/2018;17/07/2018;40,45791667;-3,696016667;06033073
 Av. ASTURIAS;Magnolias-Canaveral;Magnolias;11/07/2018;18/07/2018;40,46818;-3,69348;06040143
 Av. ASTURIAS;Magnolias-Canaveral;Canaveral;11/07/2018;18/07/2018;40,46818;-3,69348;06040144
Lateral Av. ASTURIAS;Magnolias-Canaveral;Magnolias;11/07/2018;18/07/2018;40,46818;-3,69348;06040145
Lateral Av. ASTURIAS;Magnolias-Canaveral;Canaveral;11/07/2018;18/07/2018;40,46818;-3,69348;06040146
 Av. ASTURIAS;Via Limite-Sinesio Delgado;Sinesio Delgado;11/07/2018;18/07/2018;40,47308;-3,70056;06040147
 Av. ASTURIAS;Via Limite-Sinesio Delgado;Via Limite;11/07/2018;18/07/2018;40,47308;-3,70056;06040148
 C. BRAVO MURILLO;Capitan Haya-Plaza de Castilla;Capitan Haya;31/05/2018;07/06/2018;40,46552;-3,69139;06040185
 C. MAGNOLIAS;Via Limite-Sinesio Delgado;Via Limite;11/07/2018;18/07/2018;40,47363;-3,68964;06042177
 C. MAGNOLIAS;Via Limite-Sinesio Delgado;Sinesio Delgado;11/07/2018;18/07/2018;40,47363;-3,68969;06042178
 C. VIA LIMITE;Joaquin Dicenta-Geranios;Joaquin Dicenta;12/07/2018;19/07/2018;40,47357;-3,69325;06042596
 C. VIA LIMITE;Joaquin Dicenta-Geranios;Los Geranios;12/07/2018;19/07/2018;40,47357;-3,69325;06042597
 C. BRAVO MURILLO;San Felipe-General Margallo;San Felipe;08/06/2018;15/06/2018;40,4615;-3,69802;06050189
 C. BRAVO MURILLO;San Felipe-General Margallo;General Margallo;08/06/2018;15/06/2018;40,4615;-3,69802;06050190
 C. SINESIO DELGADO;Ribadavia-Piedrafita del Cebrero (Gt¦.);Ribadavia;26/10/2018;02/11/2018;40,47154;-3,70753;06050844
 C. CAPITAN BLANCO ARGIBAY;Alberdi-Sorgo;Sorgo;31/05/2018;07/06/2018;40,4678;-3,7067;06051791
Lateral C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Camino del Chorrillo;11/06/2018;18/06/2018;40,46683;-3,71185;06052602
Tunel C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Camino del Chorrillo;11/06/2018;18/06/2018;40,46692;-3,71168;06052603
Tunel C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Valle de Mena;11/06/2018;18/06/2018;40,46692;-3,71168;06052604
Lateral C. VILLAAMIL;Camino del Chorrillo-Valle de Mena;Valle de Mena;11/06/2018;18/06/2018;40,46709;-3,71148;06052605
 Paseo. DE LA DIRECCION;Sorgo-Isabel Serrano;Sorgo;12/07/2018;19/07/2018;40,46955;-3,70515;06052828
 C. BRAVO MURILLO;Anastasio Herrero-San Enrique;San Enrique;08/06/2018;15/06/2018;40,45668;-3,70208;06060183
 C. BRAVO MURILLO;Anastasio Herrero-San Enrique;Anastasio Herrero;08/06/2018;15/06/2018;40,45662;-3,70215;06060184
 C. FRANCOS RODRIGUEZ;Lorenzana-Guadalix;Pamplona;11/06/2018;18/06/2018;40,45696;-3,70916;06060437
 C. FRANCOS RODRIGUEZ;Lorenzana-Guadalix;Numancia;11/06/2018;18/06/2018;40,45696;-3,70916;06060438
 C. LOPE DE HARO;Juan del Risco-Berruguete;Berruguete;11/06/2018;18/06/2018;40,45715;-3,70295;06061052
 C. LOPE DE HARO;Juan del Risco-Berruguete;Juan del Risco;11/06/2018;18/06/2018;40,45723;-3,703;06061053
 C. MARQUES DE VIANA;Hierbabuena-Cactus;Hierbabuena;11/06/2018;18/06/2018;40,46146;-3,70019;06061062
 C. MARQUES DE VIANA;Hierbabuena-Cactus;Cactus;11/06/2018;18/06/2018;40,46145;-3,70021;06061063
Tunel C. ALBERTO AGUILERA;Guzman el Bueno-Blasco de Garay;Guzman el Bueno;11/06/2018;18/06/2018;40,43032;-3,71269;07010072
Lateral C. ALBERTO AGUILERA;Guzman el Bueno-Blasco de Garay;Blasco de Garay;12/06/2018;19/06/2018;40,43032;-3,71269;07010074
 C. ARCIPRESTE DE HITA;Fernandez de los Rios-Fernando el Catolico;Fernando el Catolico;18/07/2018;25/07/2018;40,43483;-3,71809;07011667
 C. ARCIPRESTE DE HITA;Fernandez de los Rios-Fernando el Catolico;Fernandez de los Rios;12/06/2018;19/06/2018;40,43497;-3,71827;07011668
 C. BLASCO DE GARAY;Donoso Cortes-Joaquin Maria Lopez;Joaquin Maria Lopez;12/06/2018;19/06/2018;40,43665;-3,71147;07011737
 C. BLASCO DE GARAY;Francisco de Ricci-Rodriguez San Pedro;Rodriguez San Pedro;12/06/2018;19/06/2018;40,43135;-3,7119;07011739
 C. DONOSO CORTES;Blasco de Garay-Guzman el Bueno;Guzman el Bueno;27/03/2018;03/04/2018;40,4365;-3,71168;07011966
 C. DONOSO CORTES;Gaztambide-Hilarion Eslava;Hilarion Eslava;27/03/2018;03/04/2018;40,43685;-3,71629;07011968
 C. GAZTAMBIDE;Joaquin Maria Lopez-Donoso Cortes;Donoso Cortes;27/03/2018;03/04/2018;40,43743;-3,71566;07012036
 C. GUZMAN EL BUENO;Joaquin Maria Lopez-Donoso Cortes;Donoso Cortes;12/06/2018;19/06/2018;40,43655;-3,71306;07012079
C. GUZMAN EL BUENO;Joaquin Maria Lopez-Donoso Cortes;Joaquin Maria Lopez;11/01/2018;18/01/2018;40,43702;-3,71308;07012080
 C. HILARION ESLAVA;Meléndez Valdés-Fernando El Católico;Fernando El Católico;27/03/2018;03/04/2018;40,43393333;-3,716766667;07013063
C. MELENDEZ VALDES;Hilarión Eslava-Gaztambide;Gaztambide;28/03/2018;04/04/2018;40,43311667;-3,716316667;07013191
 C. ALBERTO AGUILERA;Acuerdo-Glorieta Ruiz Jimenez;Acuerdo;28/03/2018;04/04/2018;40,4298;-3,70734;07020071
 C. ARAPILES;Magallanes-Conde Valle de Suchil;Magallanes;22/05/2018;29/05/2018;40,43302;-3,7063;07021664
 C. ARAPILES;Magallanes-Conde Valle de Suchil;Conde Valle de Suchil;22/05/2018;29/05/2018;40,43292;-3,70656;07021665
 C. RODRIGUEZ SAN PEDRO;Galileo-Blasco de Garay;Blasco de Garay;28/03/2018;04/04/2018;40,4319;-3,7109;07022440
 C. MAGALLANES;San Bernardo-Arapiles;Arapiles;28/03/2018;04/04/2018;40,43266667;-3,705333333;07023166
 C. MAGALLANES;San Bernardo-Arapiles;San Bernardo;28/03/2018;04/04/2018;40,43266667;-3,705333333;07023167
 C. FUENCARRAL;Alburquerque-Hartzenbusch;Alburquerque;23/04/2018;30/04/2018;40,43029;-3,70313;07030439
 C. FUENCARRAL;Alburquerque-Hartzenbusch;Hartzenbusch;23/04/2018;30/04/2018;40,43029;-3,70313;07030440
 C. LUCHANA;Covarrubias-Manuel Silvela;Manuel Silvela;12/06/2018;19/06/2018;40,4317;-3,69869;07030578
 C. LUCHANA;Covarrubias-Manuel Silvela;Covarrubias;12/06/2018;19/06/2018;40,432;-3,6988;07030579
 C. SAN BERNARDO;Glorieta Ruiz Jimenez-Rodriguez San Pedro;Rodriguez San Pedro;12/07/2018;19/07/2018;40,43033;-3,70518;07030777
 C. SAN BERNARDO;Glorieta Ruiz Jimenez-Rodriguez San Pedro;Glorieta Ruiz Jimenez;12/07/2018;19/07/2018;40,43066;-3,70524;07030778
 C. ELOY GONZALO;Glorieta Quevedo-Cardenal Cisneros;Glorieta Quevedo;28/03/2018;04/04/2018;40,43387;-3,70353;07031014
 C. ELOY GONZALO;Glorieta Quevedo-Cardenal Cisneros;Cardenal Cisneros;28/03/2018;04/04/2018;40,43367;-3,70348;07031015
C. ALBURQUERQUE;Trafalgar-Palafox;Palafox;02/04/2018;09/04/2018;40,43121667;-3,7008;07032645
C. CARDENAL CISNEROS;Del Jordán-Gonzalo de Córdoba;Gonzalo de Córdoba;02/04/2018;09/04/2018;40,43278333;-3,702466667;07032762
 C. GARCIA DE PAREDES;Bravo Murillo-Glorieta General Alvarez de Castro;Bravo Murillo;02/04/2018;09/04/2018;40,43713333;-3,7037;07033007
 C. ALMAGRO;Fernando el Santo-Zurbaran;Zurbaran;16/05/2018;23/05/2018;40,4289;-3,69437;07040020
