NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD;CODIGO
 Av. CORDOBA;Doctor Tolosa Latour-Glorieta de Malaga;Glorieta de Malaga;02/02/2018;09/02/2018;40,37807;-3,69615;12020322
Carril bus Av. CORDOBA;Doctor Tolosa Latour-Glorieta de Malaga;Doctor Tolosa Latour;27/04/2018;03/05/2018;40,37843;-3,69627;12020323
Carril bus Av. CORDOBA;Doctor Tolosa Latour-Glorieta de Malaga;Glorieta de Malaga;27/04/2018;03/05/2018;40,37843;-3,69627;12020324
 C. DOCTOR TOLOSA LATOUR;Avenida de Cordoba-Ciudad Sanitaria 12 Octubre;Ciudad Sanitaria 12 Octubre;13/04/2018;20/04/2018;40,37962;-3,69722;12020367
 C. DOCTOR TOLOSA LATOUR;Avenida de Cordoba-Ciudad Sanitaria 12 Octubre;Avenida de Cordoba;13/04/2018;20/04/2018;40,37955;-3,69732;12020368
 C. DOCTOR TOLOSA LATOUR;Ciudad Sanitaria 12 Octubre-Avenida de los Poblados;Avenida de los Poblados;01/02/2018;08/02/2018;40,37189;-3,70309;12020369
 C. DOCTOR TOLOSA LATOUR;Ciudad Sanitaria 12 Octubre-Avenida de los Poblados;Ciudad Sanitaria 12 Octubre;01/02/2018;08/02/2018;40,37189;-3,70309;12020370
 Av. EDUARDO BARREIROS;Los Poblados (Av)-Los Rosales (Av);Los Poblados (Av);02/02/2018;09/02/2018;40,37033;-3,69613;12020373
 Av. EDUARDO BARREIROS;Los Poblados (Av)-Los Rosales (Av);Los Rosales (Av);02/02/2018;09/02/2018;40,37033;-3,69613;12020374
C. SIMON GONZALEZ;Antonio Lopez-Doctor Tolosa Latour;Antonio Lopez;15/02/2018;22/02/2018;40,37979;-3,69655;12020835
 C. CONIFERAS;Avenida de Andalucia-Alerce;Avenida de Andalucia;02/02/2018;09/02/2018;40,36706;-3,6947;12021868
 C. CONIFERAS;Avenida de Andalucia-Alerce;Alerce;02/02/2018;09/02/2018;40,36721;-3,6949;12021869
 Av.  de los Rosales;C SILVINA-M40;C SILVINA;05/02/2018;12/02/2018;40,36555;-3,68775;12031600
 Av.  de los Rosales;C SILVINA-M40;M40;05/02/2018;12/02/2018;40,36555;-3,68775;12031601
Av. OROVILLA;Silvina-Del Circulo;Silvina;14/02/2018;21/02/2018;40,36454;-3,69149;12032298
Av. OROVILLA;Silvina-Del Circulo;Del Circulo;14/02/2018;21/02/2018;40,36454;-3,69149;12032299
Av. CORDOBA;Glorieta de Cadiz-Hijas de Jesus;Glorieta de Cadiz;14/02/2018;21/02/2018;40,38716;-3,6989;12040325
Av. CORDOBA;Glorieta de Cadiz-Hijas de Jesus;Hijas de Jesus;14/02/2018;21/02/2018;40,38716;-3,6989;12040326
Av. CORDOBA;Glorieta de Cadiz-Hijas de Jesus;Hijas de Jesus;14/02/2018;21/02/2018;40,38716;-3,6989;12040327
Av. CORDOBA;Glorieta de Cadiz-Hijas de Jesus;Glorieta de Cadiz;14/02/2018;21/02/2018;40,38716;-3,6989;12040328
C. SIMON GONZALEZ;Antonio Lopez-Doctor Tolosa Latour;Doctor Tolosa Latour;15/02/2018;22/02/2018;40,38008;-3,69664;12040834
C. ANTONIO LOPEZ;Cadiz (Gt¦.)-Camino de Perales;Camino de Perales;23/02/2018;02/03/2018;40,38658;-3,69822;12041187
 C. ANTONIO LOPEZ;Cadiz (Gt¦.)-Camino de Perales;Cadiz (Gt¦.);15/02/2018;22/02/2018;40,38677;-3,69818;12041188
Av. CORDOBA;Hijas de Jesus-Doctor Tolosa Latour;Doctor Tolosa Latour;14/02/2018;21/02/2018;40,38119;-3,697;12041297
Av. CORDOBA;Hijas de Jesus-Doctor Tolosa Latour;Hijas de Jesus;14/02/2018;21/02/2018;40,38119;-3,697;12041298
Carril bus Av. CORDOBA;Hijas de Jesus-Doctor Tolosa Latour;Doctor Tolosa Latour;13/04/2018;20/04/2018;40,38563;-3,69837;12041299
Carril bus Av. CORDOBA;Hijas de Jesus-Doctor Tolosa Latour;Hijas de Jesus;13/04/2018;20/04/2018;40,38563;-3,69837;12041300
 C. DOLORES BARRANCO;Nicolas Usera-Ferroviarios;Nicolas Usera;13/04/2018;20/04/2018;40,38348;-3,705;12041959
 C. DOLORES BARRANCO;Nicolas Usera-Ferroviarios;Ferroviarios;13/04/2018;20/04/2018;40,38348;-3,705;12041960
 C. ANTONIO LOPEZ;Carmen Bruguera-Amparo Usera;Carmen Bruguera;16/02/2018;23/02/2018;40,38915;-3,70028;12050033
 C. ANTONIO LOPEZ;Carmen Bruguera-Amparo Usera;Amparo Usera;16/02/2018;23/02/2018;40,38915;-3,70028;12050034
C. MARCELO USERA;Avenida Rafaela Ybarra-Gloriteta Fernandez Ladreda;Avenida Rafaela Ybarra;16/04/2018;23/04/2018;40,38569;-3,71495;12050586
 C. MARCELO USERA;Avenida Rafaela Ybarra-Gloriteta Fernandez Ladreda;Gloriteta Fernandez Ladreda;16/04/2018;23/04/2018;40,38569;-3,71495;12050587
C. MARCELO USERA;Gabriel Usera-Isabelita Usera;Isabelita Usera;16/04/2018;23/04/2018;40,3856;-3,7085;12050588
C. MARCELO USERA;Gabriel Usera-Isabelita Usera;Gabriel Usera;16/04/2018;23/04/2018;40,3856;-3,7085;12050589
 C. MANUEL NOYA;Juan Espanol-San Nicomedes;San Nicomedes;17/04/2018;24/04/2018;40,38666;-3,71259;12052183
 C. MANUEL NOYA;Juan Espanol-San Nicomedes;Juan Espanol;17/04/2018;24/04/2018;40,38666;-3,71259;12052184
 Av. RAFAELA YBARRA;Fornillos-Verja;Verja;18/04/2018;25/04/2018;40,38238;-3,7113;12060742
 Av. RAFAELA YBARRA;Fornillos-Verja;Fornillos;18/04/2018;25/04/2018;40,38234;-3,71133;12060743
C. CRISTO DE LA VICTORIA;Amor Hermoso-Los Ferroviarios;Amor Hermoso;24/04/2018;01/05/2018;40,38035;-3,70369;12071890
C. CRISTO DE LA VICTORIA;Amor Hermoso-Los Ferroviarios;Los Ferroviarios;24/04/2018;01/05/2018;40,38035;-3,70369;12071891
 C. DOLORES BARRANCO;Nicolas Usera-Nicolas Sanchez;Nicolas Usera;20/04/2018;27/04/2018;40,38334;-3,70552;12071961
 C. DOLORES BARRANCO;Nicolas Usera-Nicolas Sanchez;Nicolas Sanchez;20/04/2018;26/04/2018;40,38334;-3,70552;12071962
 C. EMBAJADORES;M-30-Carretera de Villaverde Vallecas;Carretera de Villaverde Vallecas;29/11/2018;06/12/2018;40,37919;-3,68416;13010383
 C. EMBAJADORES;M-30-Carretera de Villaverde Vallecas;M-30;29/11/2018;06/12/2018;40,37923;-3,68419;13010384
Lateral C. EMBAJADORES;M-30-Carretera de Villaverde Vallecas;M-30;29/11/2018;06/12/2018;40,37933;-3,6842;13010385
 Av. ENTREVIAS;Mendez Alvaro-Timoteo Perez Rubio;Mendez Alvaro;28/11/2018;05/12/2018;40,39118;-3,67352;13010389
 Av. ENTREVIAS;Mendez Alvaro-Timoteo Perez Rubio;Timoteo Perez Rubio;28/11/2018;05/12/2018;40,39131;-3,67364;13010390
 Av. ENTREVIAS;Vedra-Villacarrillo;Villacarrillo;07/12/2018;14/12/2018;40,37734;-3,66238;13010391
 Av. ENTREVIAS;Vedra-Villacarrillo;Vedra;29/11/2018;06/12/2018;40,37734;-3,66238;13010392
 Av. ENTREVIAS;Buendia-Calero Pita;Buendia;30/11/2018;07/12/2018;40,38408;-3,67003;13011331
 Av. ENTREVIAS;Buendia-Calero Pita;Calero Pita;30/11/2018;07/12/2018;40,38391;-3,67008;13011332
 C. ESTEBAN CARROS;Avenida de las Glorietas-Andaluces del Pozo;Andaluces del Pozo;17/05/2018;24/05/2018;40,37152;-3,65885;13011992
 C. ESTEBAN CARROS;Avenida de las Glorietas-Andaluces del Pozo;Avenida de las Glorietas;17/05/2018;24/05/2018;40,37152;-3,65885;13011993
C. SERENA;C YUSTE-C BARROS;C BARROS;16/02/2018;23/02/2018;40,37733;-3,66808;13012530
 C. TIMOTEO PEREZ RUBIO;Entrevias-Lagartera;Entrevias;19/02/2018;26/02/2018;40,38593;-3,67433;13012560
 C. TIMOTEO PEREZ RUBIO;Entrevias-Lagartera;Lagartera;19/02/2018;26/02/2018;40,38593;-3,67433;13012561
 C. ARROYO DEL OLIVAR;Avenida de Buenos Aires-Río Grande;Avenida de Buenos Aires;01/08/2018;08/08/2018;40,388317;-3,652092;13013418
 C. ARROYO DEL OLIVAR;Avenida de Buenos Aires-Río Grande;Rio Grande;04/09/2018;11/09/2018;40,388317;-3,652092;13013419
 C. MARTINEZ DE LA RIVA;Monte Igueldo-Puerto Alto;Puerto Alto;30/11/2018;07/12/2018;40,39463;-3,66672;13020600
 C. MARTINEZ DE LA RIVA;Sierra Carbonera-Javier de Miguel;Javier de Miguel;30/11/2018;07/12/2018;40,38945;-3,66488;13020601
 C. MARTINEZ DE LA RIVA;Sierra Carbonera-Javier de Miguel;Sierra Carbonera;30/11/2018;07/12/2018;40,38945;-3,66488;13020602
 Av. SAN DIEGO;Mariano Benlliure-Alfredo Castro Camba;Alfredo Castro Camba;30/11/2018;07/12/2018;40,38739;-3,66905;13020781
 Av. SAN DIEGO;Mariano Benlliure-Alfredo Castro Camba;Mariano Benlliure;30/11/2018;07/12/2018;40,38739;-3,66905;13020782
 C. DOCTOR FERNANDO PRIMO DE RIVERA;Lomas de Horcajo-Avenida de La Albufera;Avenida de La Albufera;30/11/2018;07/12/2018;40,39578;-3,66577;13021007
 Av. MONTE IGUELDO;Ramon Calabuig-Monte Perdido;Monte Perdido;30/11/2018;07/12/2018;40,39406;-3,66953;13022247
 C. SIERRA CARBONERA;Avenida de la Albufera-Arroyo del Olivar;Arroyo del Olivar;23/11/2018;30/11/2018;40,39429;-3,66279;13022536
Av. ALBUFERA;Sierra del Cadi-Payaso Fofo;Payaso Fofo;29/01/2018;05/02/2018;40,39303;-3,65933;13030091
Av. ALBUFERA;Teniente Munoz Diaz-Avenida de Buenos Aires;Avenida de Buenos Aires;29/01/2018;05/02/2018;40,39152;-3,65479;13030095
Av. ALBUFERA;Teniente Munoz Diaz-Avenida de Buenos Aires;Teniente Munoz Diaz;29/01/2018;05/02/2018;40,39159;-3,65488;13030096
 Av. BUENOS AIRES;Avenida de La Albufera-Arroyo del Olivar;Arroyo del Olivar;23/11/2018;30/11/2018;40,39015;-3,65343;13030191
 Av. BUENOS AIRES;La Diligencia-Cleopatra;La Diligencia;23/11/2018;30/11/2018;40,38273;-3,65309;13030194
 Av. BUENOS AIRES;Sabrina-Avenida Miguel Hernandez;Sabrina;23/11/2018;30/11/2018;40,37657;-3,65415;13030195
 Av. BUENOS AIRES;Sabrina-Avenida Miguel Hernandez;Avenida Miguel Hernandez;23/11/2018;30/11/2018;40,37657;-3,65415;13030196
 C. CANDILEJAS;Asamblea de Madrid (Pz)-Avenida Parque Palomeras Bajas;Asamblea de Madrid (Pz);30/11/2018;07/12/2018;40,38199;-3,66419;13030209
 C. CANDILEJAS;Asamblea de Madrid (Pz)-Avenida Parque Palomeras Bajas;Avenida Parque Palomeras Bajas;30/11/2018;07/12/2018;40,38195;-3,66419;13030210
 C. CANDILEJAS;Javier de Miguel-Luces de Bohemia;Sierra de la Sagra;03/12/2018;10/12/2018;40,38721;-3,66053;13030212
 Av. PABLO NERUDA;Asamblea de Madrid (Pz)-El Padrino;El Padrino;23/11/2018;30/11/2018;40,38125;-3,66112;13030675
 Av. PABLO NERUDA;Asamblea de Madrid (Pz)-El Padrino;Asamblea de Madrid (Pz);23/11/2018;30/11/2018;40,38153;-3,66134;13030676
 C. PAYASO FOFO;Sierra Bermeja-Javier de Miguel;Javier de Miguel;03/12/2018;10/12/2018;40,38856;-3,66012;13031085
 C. MOGAMBO;Tristana-Avenida de Buenos Aires;Tristana;23/11/2018;30/11/2018;40,37942;-3,65428;13032239
 C. PUERTO DE BALBARAN;Candilejas-El Graduado;Candilejas;03/12/2018;10/12/2018;40,3796;-3,66491;13032378
 C. PUERTO DE BALBARAN;Candilejas-El Graduado;El Graduado;03/12/2018;10/12/2018;40,3796;-3,66491;13032379
 C. PUERTO DE BALBARAN;Manuel Laguna-Candilejas;Candilejas;03/12/2018;10/12/2018;40,38052;-3,66635;13032382
 C. PUERTO DE BALBARAN;Manuel Laguna-Candilejas;Manuel Laguna;03/12/2018;10/12/2018;40,38052;-3,66635;13032383
 C. SIERRA DEL CADI;Arroyo del Olivar-Avenida de La Albufera;Avenida de La Albufera;04/12/2018;11/12/2018;40,39328;-3,66035;13032541
 C. SIERRA DEL CADI;Arroyo del Olivar-Avenida de La Albufera;Arroyo del Olivar;04/12/2018;11/12/2018;40,39328;-3,66035;13032542
 Av. ALBUFERA;Avenida Rafael Alberti-M-40;Avenida Rafael Alberti;04/12/2018;11/12/2018;40,38591;-3,63731;13040081
 Av. ALBUFERA;Avenida Rafael Alberti-M-40;M-40;04/12/2018;11/12/2018;40,38599;-3,63728;13040082
 Av. ALBUFERA;M-40-Avenida de La Democracia;Avenida de La Democracia;04/12/2018;11/12/2018;40,38385;-3,6322;13040089
 Av. ALBUFERA;M-40-Avenida de La Democracia;M-40;04/12/2018;11/12/2018;40,38385;-3,6322;13040090
 Av. PABLO NERUDA;Andaluces-Escala;Escala;05/12/2018;12/12/2018;40,391;-3,64218;13040673
 Av. PABLO NERUDA;Andaluces-Escala;Andaluces;05/12/2018;12/12/2018;40,3912;-3,6421;13040674
 Av. POETA MIGUEL HERNANDEZ;Andaluces-Leon Felipe;Andaluces;05/12/2018;12/12/2018;40,38765;-3,6353;13040714
 Av. POETA MIGUEL HERNANDEZ;Andaluces-Leon Felipe;Leon Felipe;05/12/2018;12/12/2018;40,38765;-3,6353;13040715
 Av. POETA MIGUEL HERNANDEZ;Torremolinos-Asturianos;Torremolinos;05/12/2018;12/12/2018;40,38188;-3,6409;13040716
 Av. POETA MIGUEL HERNANDEZ;Torremolinos-Asturianos;Asturianos;05/12/2018;12/12/2018;40,38188;-3,6409;13040717
 Av. PABLO NERUDA;Palomeras (Av)-Lago Calafate;Palomeras (Av);05/12/2018;12/12/2018;40,38415;-3,64743;13041488
 C. VILLALOBOS;Fuengirola-Los Aragoneses;Los Aragoneses;04/10/2018;11/10/2018;40,38227;-3,64651;13042608
 C. VILLALOBOS;Fuengirola-Los Aragoneses;Fuengirola;04/10/2018;11/10/2018;40,38227;-3,64651;13042609
 Av. ALBUFERA;Sierra Faladora-Jose Paulete;Sierra Faladora;04/12/2018;11/12/2018;40,3912;-3,65083;13050093
 Av. ALBUFERA;Sierra Faladora-Jose Paulete;Jose Paulete;04/12/2018;11/12/2018;40,39119;-3,65007;13050094
 C. BENJAMIN PALENCIA;El Bosco-Pablo Neruda;El Bosco;07/12/2018;14/12/2018;40,3943;-3,6428;13050175
 C. BENJAMIN PALENCIA;El Bosco-Pablo Neruda;Pablo Neruda;07/12/2018;14/12/2018;40,3943;-3,6428;13050176
 Av. BUENOS AIRES;Avenida de La Albufera-Arroyo del Olivar;Avenida de La Albufera;14/12/2018;21/12/2018;40,3903;-3,65322;13050192
 Av. PABLO NERUDA;Guillermo Pingarron-Palomeras (Av);Palomeras (Av);05/12/2018;12/12/2018;40,38587;-3,6464;13050677
 Av. PABLO NERUDA;Guillermo Pingarron-Palomeras (Av);Guillermo Pingarron;12/12/2018;19/12/2018;40,38621;-3,64613;13050678
 Av. Pablo Neruda;La Albufera (Av)-Arenas de Iguna;Arenas de Iguna;05/12/2018;12/12/2018;40,38838;-3,6446;13050965
 Av. Pablo Neruda;La Albufera (Av)-Arenas de Iguna;La Albufera (Av);05/12/2018;12/12/2018;40,38843;-3,64447;13050966
 C. PIO FELIPE;Jose Paulete-Benjamin Palencia;Benjamin Palencia;07/12/2018;14/12/2018;40,39483;-3,65229;13051086
 C. PIO FELIPE;Jose Paulete-Benjamin Palencia;La Albufera;07/12/2018;14/12/2018;40,39483;-3,65229;13051087
 Av. PABLO NERUDA;Palomeras (Av)-Lago Calafate;Lago Calafate;05/12/2018;12/12/2018;40,38475;-3,6473;13051487
 C. ARROYO DEL OLIVAR;Avenida de Buenos Aires-Rio Grande;Rio Grande;26/02/2018;05/03/2018;40,38837;-3,65229;13051687
 C. ARROYO DEL OLIVAR;Avenida de Buenos Aires-Rio Grande;Avenida de Buenos Aires;19/02/2018;26/02/2018;40,38841;-3,65239;13051688
 Av. ALBUFERA;Calle del Puerto Pajares-Sierra Carbonera;Sierra Carbonera;12/11/2018;19/11/2018;40,39542;-3,66372;13060085
 C. BENJAMIN PALENCIA;CALLE PIO FELIPE-CALLE RAMON PEREZ AYALA;CALLE PIO FELIPE;26/02/2018;05/03/2018;40,39613;-3,6531;13060173
 C. BENJAMIN PALENCIA;CALLE PIO FELIPE-CALLE RAMON PEREZ AYALA;CALLE RAMON PEREZ AYALA;19/02/2018;26/02/2018;40,39613;-3,6531;13060174
 Av. ALBUFERA;Pico de Alba-Ntra.Sra. Del Perpetuo Socorro;Pico de Alba;04/12/2018;11/12/2018;40,39414;-3,66121;13061142
C. DE LA ENCOMIENDA DE PALACIOS;Calle de la Fuente Carrantona-Calle Valdebernardo;Calle de la Fuente Carrantona;14/02/2018;23/02/2018;40,39747;-3,63543;14011911
C. DE LA ENCOMIENDA DE PALACIOS;Calle de la Fuente Carrantona-Calle Valdebernardo;Calle Valdebernardo;14/02/2018;23/02/2018;40,39747;-3,63543;14011912
 Av. DOCTOR GARCIA TAPIA;Costa Blanca-Rabat;Rabat;11/12/2018;18/12/2018;40,40709;-3,62823;14020364
 C. FUENTE CARRANTONA;Avenida del Doctor Garcia Tapia-Eje O'Donnell;Avenida del Doctor Garcia Tapia;11/12/2018;18/12/2018;40,41254;-3,62872;14030442
 C. FUENTE CARRANTONA;Avenida del Doctor Garcia Tapia-Eje O'Donnell;Eje O'Donnell;11/12/2018;18/12/2018;40,41254;-3,62872;14030443
 Av. MORATALAZ;Plaza Corregidor Alonso de Tobar-Plaza Corr. Licenciado Antonio de Mena;Plaza Corregidor Alonso de Tobar;03/09/2018;10/09/2018;40,4089;-3,64333;14031452
 C. CAMINO DE LOS VINATEROS;La Canada-Pico Artilleros;Pico Artilleros;30/07/2018;06/08/2018;40,40568;-3,64242;14060203
 C. CAMINO DE LOS VINATEROS;La Canada-Pico Artilleros;La Canada;30/07/2018;06/08/2018;40,40568;-3,64242;14060204
 Av. MORATALAZ;Plaza Corregidor Alonso de Tobar-Plaza Corr. Licenciado Antonio de Mena;Plaza Corr. Licenciado Antonio de Mena;03/09/2018;10/09/2018;40,40874;-3,6434;14061451
 C. ALCALA;Hermanos Machado-Jose Maria de Pereda;Hermanos Machado;31/10/2018;07/11/2018;40,43297;-3,6491;15010114
 C. ALCALA;Hermanos Machado-Jose Maria de Pereda;Jose Maria de Pereda;31/10/2018;07/11/2018;40,43297;-3,6491;15010115
 Av. DAROCA;Francisco Largo Caballero-Fuente Carrantona;Francisco Largo Caballero;31/10/2018;07/11/2018;40,4193;-3,63238;15010339
 Av. DAROCA;Francisco Largo Caballero-Fuente Carrantona;Fuente Carrantona;31/10/2018;07/11/2018;40,4193;-3,63238;15010340
 Av. MARQUES DE CORBERA;Avenida Daroca-Hermanos Gomez;Santa Prisca;04/11/2018;11/11/2018;40,4282;-3,64902;15010594
 Av. MARQUES DE CORBERA;Avenida Daroca-Hermanos Gomez;Francisco Villaespesa;04/11/2018;11/11/2018;40,4282;-3,64902;15010595
Puente Av. MARQUES DE CORBERA;M-30-Ricardo Ortiz;Ricardo Ortiz;02/11/2018;09/11/2018;40,42145;-3,65864;15010596
Puente Av. MARQUES DE CORBERA;M-30-Ricardo Ortiz;M-30;02/11/2018;09/11/2018;40,42145;-3,65864;15010597
Av. de las Trece Rosas;SANTA GENOVA-SANTA IRENE;SANTA GENOVA;15/02/2018;23/02/2018;40,42088;-3,64853;15011925
Av. de las Trece Rosas;SANTA GENOVA-SANTA IRENE;SANTA IRENE;15/02/2018;23/02/2018;40,42088;-3,64853;15011926
 C. SANTA GENOVEVA;Jose Luis Arrese-Plaza Agustin Gonzalez;Plaza Agustin Gonzalez;05/11/2018;12/11/2018;40,42493;-3,64862;15012507
 C. SANTA GENOVEVA;Jose Luis Arrese-Plaza Agustin Gonzalez;Jose Luis Arrese;05/11/2018;12/11/2018;40,42493;-3,64858;15012508
 Av. TRECE ROSAS, LAS;Santa Irene-Daroca;Daroca;05/11/2018;12/11/2018;40,42541;-3,64724;15012571
 Av. TRECE ROSAS, LAS;Santa Irene-Daroca;Santa Irene;05/11/2018;12/11/2018;40,42541;-3,64724;15012572
 Pte. VENTAS;M-30-Daroca (Av);Daroca (Av);01/08/2018;08/08/2018;40,431558;-3,659865;15013424
 C. ALCALA;Gutierre de Cetina-Emilio Ferrari;Emilio Ferrari;31/10/2018;07/11/2018;40,43474;-3,64458;15020113
 C. ASCAO;Emilio Ferrari-Berastegui;Berastegui;05/11/2018;12/11/2018;40,42975;-3,64209;15020140
 C. ASCAO;Emilio Ferrari-Berastegui;Emilio Ferrari;05/11/2018;12/11/2018;40,42975;-3,64209;15020141
C. FRANCISCO VILLAESPESA;Berastegui-Ezequiel Solana;Ezequiel Solana;21/02/2018;28/02/2018;40,4296;-3,64278;15020428
 C. FRANCISCO VILLAESPESA;Berastegui-Ezequiel Solana;Ezequiel Solana;05/11/2018;12/11/2018;40,42958;-3,64276;15020429
 C. FRANCISCO VILLAESPESA;Berastegui-Ezequiel Solana;Berastegui;05/11/2018;12/11/2018;40,42967;-3,64261;15020430
 C. HERMANOS GARCIA NOBLEJAS;Alcala-Albasanz;Albasanz;05/11/2018;12/11/2018;40,43693;-3,63742;15020501
 C. HERMANOS GARCIA NOBLEJAS;Alcala-Albasanz;Alcala;05/11/2018;12/11/2018;40,43692;-3,63741;15020502
 C. HERMANOS GARCIA NOBLEJAS;Ascao-Santo Domingo Sabio;Santo Domingo Sabio;13/11/2018;20/11/2018;40,43184;-3,63385;15020503
 C. HERMANOS GARCIA NOBLEJAS;Castillo de Ucles-Avenida de Arcentales;Avenida de Arcentales;06/11/2018;13/11/2018;40,42501;-3,62883;15020504
 Av. FRANCISCO LARGO CABALLERO;Avenida Daroca-Nicolas Salmeron;Avenida Daroca;13/11/2018;20/11/2018;40,42306;-3,63851;15021031
 Av. FRANCISCO LARGO CABALLERO;Avenida Daroca-Nicolas Salmeron;Nicolas Salmeron;06/11/2018;13/11/2018;40,42313;-3,63849;15021032
 C. NICOLAS SALMERON;Francisco Largo Caballero-Alsacia (Pz.);Alsacia (Pz.);06/11/2018;13/11/2018;40,41784;-3,62564;15021074
 C. NICOLAS SALMERON;Francisco Largo Caballero-Alsacia (Pz.);Francisco Largo Caballero;06/11/2018;13/11/2018;40,41775;-3,62544;15021075
 C. HERMANOS GARCIA NOBLEJAS;Argos-Albasanz;Albasanz;05/11/2018;12/11/2018;40,43551;-3,63645;15021365
 C. HERMANOS GARCIA NOBLEJAS;Argos-Albasanz;Argos;05/11/2018;12/11/2018;40,43551;-3,63645;15021366
 C. ARTURO SORIA;Alcala-Jose del Hierro;Jose del Hierro;30/07/2018;06/08/2018;40,43928;-3,63917;15030062
 C. ARTURO SORIA;Alcala-Jose del Hierro;Alcala;30/07/2018;06/08/2018;40,43943;-3,63939;15030125
 C. JOSE DEL HIERRO;Angel Larra-Florencio Garcia;Florencio Garcia;06/11/2018;13/11/2018;40,44059;-3,64275;15030532
 C. JOSE DEL HIERRO;Angel Larra-Florencio Garcia;Angel Larra;06/11/2018;13/11/2018;40,44065;-3,64278;15030533
 C. ALCALA;Buen Gobernador-Mateo Garcia;Buen Gobernador;31/10/2018;07/11/2018;40,43235;-3,65387;15031149
 C. ALCALA;Buen Gobernador-Mateo Garcia;Mateo Garcia;31/10/2018;07/11/2018;40,4324;-3,6539;15031150
 C. ALCALA;Lago Constanza-Ezequiel Solana;Ezequiel Solana;31/10/2018;07/11/2018;40,43332;-3,64795;15031157
 C. ALCALA;Lago Constanza-Ezequiel Solana;Lago Constanza;31/10/2018;07/11/2018;40,43329;-3,64796;15031158
 C. ALCALA;Angel Gonzalez Tejedor-Jose Villena;Angel Gonzalez Tejedor;31/10/2018;07/11/2018;40,43203;-3,65658;15040101
 C. ALCALA;Angel Gonzalez Tejedor-Jose Villena;Jose Villena;31/10/2018;07/11/2018;40,43201;-3,65656;15040102
 C. ARTURO SORIA;Marques de Portugalete-Fernandez Caro;Fernandez Caro;07/11/2018;14/11/2018;40,4447;-3,64563;15040136
 C. ARTURO SORIA;Marques de Portugalete-Fernandez Caro;Marques de Portugalete;07/11/2018;14/11/2018;40,4447;-3,64563;15040137
 C. JOSE DEL HIERRO;Virgen del Lluc-Virgen del Sagrario;Virgen del Sagrario;06/11/2018;13/11/2018;40,43632;-3,6504;15040535
 C. VIRGEN DEL PORTILLO, LA;Jose del Hierro-Virgen del Sagrario;Virgen del Sagrario;08/11/2018;15/11/2018;40,4382;-3,64923;15040886
 Av. DONOSTIARRA;Virgen de la Roca-Jose Banus (Pz.);Jose Banus (Pz.);08/11/2018;15/11/2018;40,43497;-3,65736;15041011
 C. VIRGEN DE LA ALEGRIA;Raquel Meller-Plaza Jose Banus;Raquel Meller;13/11/2018;20/11/2018;40,43412;-3,65646;15041127
 C. VIRGEN DE LA ALEGRIA;Raquel Meller-Plaza Jose Banus;Plaza Jose Banus;08/11/2018;15/11/2018;40,43415;-3,65642;15041128
 C. VIRGEN DE LORETO;Plaza Jose Banus-Virgen del Portillo;Virgen del Portillo;08/11/2018;15/11/2018;40,43483;-3,6558;15042611
 C. VIRGEN DEL PORTILLO;Virgen de Africa-Virgen de las Nieves;Virgen de las Nieves;08/11/2018;15/11/2018;40,43663;-3,65327;15042617
 C. ARTURO SORIA;Pilar Cavero-Angelita Cavero;Pilar Cavero;07/11/2018;14/11/2018;40,44575;-3,64727;15050138
 C. ARTURO SORIA;Pilar Cavero-Angelita Cavero;Angelita Cavero;07/11/2018;14/11/2018;40,44576;-3,64721;15050139
 Av. BADAJOZ;Torrelaguna-Aristoteles;Aristoteles;12/11/2018;19/11/2018;40,44317;-3,65287;15050161
 Av. BADAJOZ;Torrelaguna-Aristoteles;Torrelaguna;12/11/2018;19/11/2018;40,44317;-3,65287;15050162
 C. JOSEFA VALCARCEL;Arturo Soria-General Aranaz;General Aranaz;08/11/2018;15/11/2018;40,44841;-3,64798;15050539
 C. JOSEFA VALCARCEL;Arturo Soria-General Aranaz;Arturo Soria;08/11/2018;15/11/2018;40,44861;-3,64791;15050540
 C. TORRELAGUNA;Condesa de Venadito-Emilio Vargas;Condesa de Venadito;27/06/2018;04/07/2018;40,44583;-3,65568;15050854
C. TORRELAGUNA;Condesa de Venadito-Emilio Vargas;Emilio Vargas;15/02/2018;22/02/2018;40,44583;-3,65628;15050855
 C. CONDESA DE VENADITO;Agastia-Torrelaguna;Torrelaguna;20/04/2018;27/04/2018;40,445201;-3,652407;15050909
 C. CONDESA DE VENADITO;Agastia-Torrelaguna;Agastia;20/04/2018;27/04/2018;40,445201;-3,652407;15050910
 Av. BADAJOZ;Martinez Villergas-Torrelaguna;Torrelaguna;12/11/2018;19/11/2018;40,44215;-3,6542;15051206
 Av. BADAJOZ;Martinez Villergas-Torrelaguna;Martinez Villergas;12/11/2018;19/11/2018;40,44215;-3,6542;15051207
 C. TORRELAGUNA;Verdaguer y Garcia-Avenida de Badajoz;Verdaguer y Garcia;12/11/2018;19/11/2018;40,44209;-3,65295;15051583
 C. ARTURO SORIA;Hernandez Rubin-Gregorio Benitez;Gregorio Benitez;07/11/2018;14/11/2018;40,44881;-3,65061;15060132
 C. ARTURO SORIA;Hernandez Rubin-Gregorio Benitez;Josefa Valcarcel;07/11/2018;14/11/2018;40,44869;-3,65071;15060133
